"[""  ",State Name,""",""",State,,year,,realIncWage,,gini,,pctTechnicalWorker,,pctFemaleWorker,,unemployementRate,,realIncWageRat90_10,,realIncWageRat_cg_hs,,laborSupply_hl,,fmWageRat,
"[""  ",New Hampshire,""",""",NH,""" ,  ",1981,",",35750,",",0.299,",",0.062,",",0.375,",",0.052,",",3.954,",",1.476,",",0.51,",",0.623,"],"
"[""  ",New Hampshire,""",""",NH,""" ,  ",1982,",",37677,",",0.313,",",0.084,",",0.376,",",0.075,",",4.065,",",1.698,",",0.519,",",0.566,"],"
"[""  ",New Hampshire,""",""",NH,""" ,  ",1983,",",38207,",",0.31,",",0.052,",",0.375,",",0.065,",",4,",",1.524,",",0.576,",",0.554,"],"
"[""  ",New Hampshire,""",""",NH,""" ,  ",1984,",",37449,",",0.318,",",0.054,",",0.417,",",0.05,",",4.861,",",1.505,",",0.589,",",0.581,"],"
"[""  ",New Hampshire,""",""",NH,""" ,  ",1985,",",38155,",",0.314,",",0.062,",",0.424,",",0.055,",",3.977,",",1.573,",",0.472,",",0.585,"],"
"[""  ",New Hampshire,""",""",NH,""" ,  ",1986,",",39622,",",0.299,",",0.074,",",0.399,",",0.046,",",3.973,",",1.515,",",0.428,",",0.604,"],"
"[""  ",New Hampshire,""",""",NH,""" ,  ",1987,",",43685,",",0.334,",",0.056,",",0.42,",",0.032,",",4.579,",",1.587,",",0.548,",",0.57,"],"
"[""  ",New Hampshire,""",""",NH,""" ,  ",1988,",",42478,",",0.294,",",0.072,",",0.407,",",0.02,",",4.2,",",1.452,",",0.523,",",0.66,"],"
"[""  ",New Hampshire,""",""",NH,""" ,  ",1989,",",44609,",",0.287,",",0.072,",",0.393,",",0.026,",",3.583,",",1.513,",",0.639,",",0.646,"],"
"[""  ",New Hampshire,""",""",NH,""" ,  ",1990,",",45285,",",0.314,",",0.095,",",0.403,",",0.057,",",4.341,",",1.663,",",0.626,",",0.645,"],"
"[""  ",New Hampshire,""",""",NH,""" ,  ",1991,",",46844,",",0.301,",",0.095,",",0.387,",",0.077,",",4.244,",",1.704,",",0.679,",",0.675,"],"
"[""  ",New Hampshire,""",""",NH,""" ,  ",1992,",",43845,",",0.287,",",0.083,",",0.453,",",0.081,",",4,",",1.611,",",0.776,",",0.707,"],"
"[""  ",New Hampshire,""",""",NH,""" ,  ",1993,",",46108,",",0.304,",",0.067,",",0.436,",",0.086,",",4.231,",",1.81,",",0.913,",",0.732,"],"
"[""  ",New Hampshire,""",""",NH,""" ,  ",1994,",",46196,",",0.312,",",0.085,",",0.412,",",0.047,",",4.091,",",1.864,",",0.81,",",0.679,"],"
"[""  ",New Hampshire,""",""",NH,""" ,  ",1995,",",43805,",",0.315,",",0.073,",",0.438,",",0.065,",",4.417,",",1.769,",",0.741,",",0.691,"],"
"[""  ",New Hampshire,""",""",NH,""" ,  ",1996,",",45288,",",0.323,",",0.04,",",0.406,",",0.048,",",3.923,",",1.856,",",0.781,",",0.788,"],"
"[""  ",New Hampshire,""",""",NH,""" ,  ",1997,",",45801,",",0.316,",",0.057,",",0.42,",",0.021,",",4.275,",",1.573,",",0.811,",",0.707,"],"
"[""  ",New Hampshire,""",""",NH,""" ,  ",1998,",",51060,",",0.364,",",0.06,",",0.422,",",0.045,",",4.225,",",1.844,",",0.74,",",0.591,"],"
"[""  ",New Hampshire,""",""",NH,""" ,  ",1999,",",52544,",",0.339,",",0.059,",",0.396,",",0.035,",",4.533,",",1.656,",",0.767,",",0.667,"],"
"[""  ",New Hampshire,""",""",NH,""" ,  ",2000,",",52452,",",0.349,",",0.043,",",0.434,",",0.023,",",5,",",2.013,",",0.871,",",0.695,"],"
"[""  ",New Hampshire,""",""",NH,""" ,  ",2001,",",60149,",",0.387,",",0.092,",",0.419,",",0.037,",",5.256,",",2.218,",",0.914,",",0.606,"],"
"[""  ",New Hampshire,""",""",NH,""" ,  ",2002,",",62098,",",0.387,",",0.083,",",0.411,",",0.05,",",4.444,",",2.037,",",0.932,",",0.65,"],"
"[""  ",New Hampshire,""",""",NH,""" ,  ",2003,",",63598,",",0.382,",",0.101,",",0.403,",",0.044,",",4.789,",",1.949,",",1.152,",",0.655,"],"
"[""  ",New Hampshire,""",""",NH,""" ,  ",2004,",",63845,",",0.382,",",0.098,",",0.42,",",0.041,",",5.333,",",2.031,",",1.161,",",0.669,"],"
"[""  ",New Hampshire,""",""",NH,""" ,  ",2005,",",57987,",",0.357,",",0.099,",",0.411,",",0.046,",",4.778,",",1.846,",",1.026,",",0.659,"],"
"[""  ",New Hampshire,""",""",NH,""" ,  ",2006,",",60320,",",0.351,",",0.101,",",0.419,",",0.037,",",4.5,",",1.689,",",1.058,",",0.714,"],"
"[""  ",New Hampshire,""",""",NH,""" ,  ",2007,",",58814,",",0.354,",",0.091,",",0.439,",",0.043,",",4.75,",",1.847,",",1.114,",",0.736,"],"
"[""  ",New Hampshire,""",""",NH,""" ,  ",2008,",",59880,",",0.349,",",0.087,",",0.451,",",0.044,",",4.85,",",1.771,",",1.118,",",0.702,"],"
"[""  ",New Hampshire,""",""",NH,""" ,  ",2009,",",65503,",",0.371,",",0.097,",",0.444,",",0.079,",",4.545,",",1.991,",",1.199,",",0.712,"],"
"[""  ",New Hampshire,""",""",NH,""" ,  ",2010,",",63812,",",0.36,",",0.1,",",0.442,",",0.066,",",4.614,",",1.877,",",1.336,",",0.676,"],"
"[""  ",New Hampshire,""",""",NH,""" ,  ",2011,",",66065,",",0.36,",",0.092,",",0.441,",",0.052,",",4.773,",",1.801,",",1.434,",",0.667,"],"
"[""  ",New Hampshire,""",""",NH,""" ,  ",2012,",",61522,",",0.359,",",0.087,",",0.452,",",0.062,",",4.545,",",1.793,",",1.359,",",0.694,"],"
"[""  ",New Hampshire,""",""",NH,""" ,  ",2013,",",62568,",",0.355,",",0.094,",",0.438,",",0.06,",",4.57,",",1.819,",",1.291,",",0.703,"],"
"[""  ",New Hampshire,""",""",NH,""" ,  ",2014,",",61871,",",0.352,",",0.094,",",0.448,",",0.051,",",4.846,",",1.684,",",1.317,",",0.728,"],"
"[""  ",New Jersey,""",""",NJ,""" ,  ",1980,",",40961,",",0.31,",",0.055,",",0.385,",",0.073,",",4.303,",",1.631,",",0.446,",",0.565,"],"
"[""  ",New Jersey,""",""",NJ,""" ,  ",1981,",",40234,",",0.304,",",0.043,",",0.381,",",0.086,",",4.19,",",1.595,",",0.435,",",0.554,"],"
"[""  ",New Jersey,""",""",NJ,""" ,  ",1982,",",41903,",",0.316,",",0.053,",",0.368,",",0.092,",",4.375,",",1.571,",",0.463,",",0.574,"],"
"[""  ",New Jersey,""",""",NJ,""" ,  ",1983,",",42444,",",0.323,",",0.065,",",0.39,",",0.091,",",4.286,",",1.61,",",0.515,",",0.587,"],"
"[""  ",New Jersey,""",""",NJ,""" ,  ",1984,",",43862,",",0.317,",",0.056,",",0.398,",",0.075,",",4.444,",",1.639,",",0.53,",",0.618,"],"
"[""  ",New Jersey,""",""",NJ,""" ,  ",1985,",",45320,",",0.324,",",0.042,",",0.411,",",0.071,",",4.598,",",1.656,",",0.554,",",0.581,"],"
"[""  ",New Jersey,""",""",NJ,""" ,  ",1986,",",48237,",",0.328,",",0.038,",",0.382,",",0.051,",",4.585,",",1.582,",",0.615,",",0.61,"],"
"[""  ",New Jersey,""",""",NJ,""" ,  ",1987,",",48982,",",0.328,",",0.048,",",0.392,",",0.044,",",5,",",1.619,",",0.625,",",0.627,"],"
"[""  ",New Jersey,""",""",NJ,""" ,  ",1988,",",48115,",",0.321,",",0.053,",",0.41,",",0.042,",",4.762,",",1.634,",",0.589,",",0.635,"],"
"[""  ",New Jersey,""",""",NJ,""" ,  ",1989,",",48938,",",0.309,",",0.062,",",0.424,",",0.036,",",4.354,",",1.627,",",0.65,",",0.662,"],"
"[""  ",New Jersey,""",""",NJ,""" ,  ",1990,",",49696,",",0.323,",",0.068,",",0.424,",",0.048,",",4.417,",",1.686,",",0.689,",",0.686,"],"
"[""  ",New Jersey,""",""",NJ,""" ,  ",1991,",",49295,",",0.315,",",0.054,",",0.437,",",0.072,",",4.457,",",1.701,",",0.663,",",0.689,"],"
"[""  ",New Jersey,""",""",NJ,""" ,  ",1992,",",49611,",",0.324,",",0.042,",",0.427,",",0.077,",",4.883,",",1.688,",",0.743,",",0.684,"],"
"[""  ",New Jersey,""",""",NJ,""" ,  ",1993,",",50694,",",0.325,",",0.046,",",0.424,",",0.088,",",4.96,",",1.694,",",0.803,",",0.7,"],"
"[""  ",New Jersey,""",""",NJ,""" ,  ",1994,",",51251,",",0.334,",",0.055,",",0.44,",",0.082,",",5.417,",",1.815,",",0.826,",",0.705,"],"
"[""  ",New Jersey,""",""",NJ,""" ,  ",1995,",",52338,",",0.332,",",0.059,",",0.431,",",0.066,",",5.231,",",1.754,",",0.811,",",0.709,"],"
"[""  ",New Jersey,""",""",NJ,""" ,  ",1996,",",53849,",",0.355,",",0.056,",",0.428,",",0.07,",",4.771,",",1.88,",",0.817,",",0.701,"],"
"[""  ",New Jersey,""",""",NJ,""" ,  ",1997,",",54372,",",0.367,",",0.064,",",0.417,",",0.061,",",4.915,",",1.978,",",0.85,",",0.658,"],"
"[""  ",New Jersey,""",""",NJ,""" ,  ",1998,",",58371,",",0.381,",",0.057,",",0.431,",",0.056,",",5.357,",",1.918,",",0.908,",",0.639,"],"
"[""  ",New Jersey,""",""",NJ,""" ,  ",1999,",",59355,",",0.384,",",0.062,",",0.443,",",0.053,",",5.571,",",2.058,",",0.901,",",0.705,"],"
"[""  ",New Jersey,""",""",NJ,""" ,  ",2000,",",59456,",",0.38,",",0.06,",",0.434,",",0.035,",",5.137,",",2.011,",",0.888,",",0.704,"],"
"[""  ",New Jersey,""",""",NJ,""" ,  ",2001,",",62913,",",0.405,",",0.071,",",0.418,",",0.04,",",5.733,",",2.055,",",0.866,",",0.63,"],"
"[""  ",New Jersey,""",""",NJ,""" ,  ",2002,",",67243,",",0.423,",",0.065,",",0.434,",",0.066,",",5.875,",",2.199,",",0.954,",",0.61,"],"
"[""  ",New Jersey,""",""",NJ,""" ,  ",2003,",",67933,",",0.404,",",0.072,",",0.443,",",0.06,",",5.588,",",1.953,",",1.079,",",0.679,"],"
"[""  ",New Jersey,""",""",NJ,""" ,  ",2004,",",66182,",",0.398,",",0.076,",",0.431,",",0.055,",",5.875,",",2.03,",",0.993,",",0.674,"],"
"[""  ",New Jersey,""",""",NJ,""" ,  ",2005,",",66446,",",0.399,",",0.077,",",0.424,",",0.045,",",5.882,",",2.111,",",1.069,",",0.691,"],"
"[""  ",New Jersey,""",""",NJ,""" ,  ",2006,",",65838,",",0.431,",",0.079,",",0.409,",",0.057,",",6.25,",",2.484,",",0.886,",",0.663,"],"
"[""  ",New Jersey,""",""",NJ,""" ,  ",2007,",",69638,",",0.412,",",0.076,",",0.432,",",0.052,",",6.111,",",2.234,",",1.066,",",0.654,"],"
"[""  ",New Jersey,""",""",NJ,""" ,  ",2008,",",63786,",",0.413,",",0.076,",",0.47,",",0.049,",",6.111,",",2.095,",",1.051,",",0.716,"],"
"[""  ",New Jersey,""",""",NJ,""" ,  ",2009,",",69631,",",0.413,",",0.074,",",0.455,",",0.082,",",6.25,",",2.124,",",1.077,",",0.654,"],"
"[""  ",New Jersey,""",""",NJ,""" ,  ",2010,",",69550,",",0.419,",",0.07,",",0.429,",",0.106,",",5.65,",",2.256,",",1.043,",",0.67,"],"
"[""  ",New Jersey,""",""",NJ,""" ,  ",2011,",",66570,",",0.408,",",0.068,",",0.441,",",0.101,",",6.667,",",2.23,",",1.162,",",0.699,"],"
"[""  ",New Jersey,""",""",NJ,""" ,  ",2012,",",67621,",",0.414,",",0.077,",",0.459,",",0.088,",",6.25,",",2.275,",",1.18,",",0.675,"],"
"[""  ",New Jersey,""",""",NJ,""" ,  ",2013,",",66471,",",0.412,",",0.08,",",0.456,",",0.09,",",6.579,",",2.244,",",1.301,",",0.729,"],"
"[""  ",New Jersey,""",""",NJ,""" ,  ",2014,",",65408,",",0.406,",",0.093,",",0.434,",",0.068,",",6.102,",",2.236,",",1.319,",",0.713,"],"
"[""  ",New Mexico,""",""",NM,""" ,  ",1980,",",35308,",",0.32,",",0.045,",",0.346,",",0.077,",",4.565,",",1.59,",",0.426,",",0.572,"],"
"[""  ",New Mexico,""",""",NM,""" ,  ",1981,",",35410,",",0.308,",",0.053,",",0.367,",",0.1,",",4.341,",",1.514,",",0.483,",",0.635,"],"
"[""  ",New Mexico,""",""",NM,""" ,  ",1982,",",38328,",",0.309,",",0.067,",",0.372,",",0.098,",",4.365,",",1.549,",",0.502,",",0.602,"],"
"[""  ",New Mexico,""",""",NM,""" ,  ",1983,",",37354,",",0.32,",",0.056,",",0.397,",",0.121,",",4.167,",",1.617,",",0.504,",",0.623,"],"
"[""  ",New Mexico,""",""",NM,""" ,  ",1984,",",37824,",",0.326,",",0.066,",",0.414,",",0.091,",",4.572,",",1.67,",",0.533,",",0.653,"],"
"[""  ",New Mexico,""",""",NM,""" ,  ",1985,",",39712,",",0.351,",",0.048,",",0.382,",",0.096,",",5.493,",",1.744,",",0.595,",",0.62,"],"
"[""  ",New Mexico,""",""",NM,""" ,  ",1986,",",39587,",",0.337,",",0.044,",",0.356,",",0.093,",",5,",",1.65,",",0.593,",",0.697,"],"
"[""  ",New Mexico,""",""",NM,""" ,  ",1987,",",37886,",",0.343,",",0.048,",",0.363,",",0.084,",",4.972,",",1.869,",",0.589,",",0.694,"],"
"[""  ",New Mexico,""",""",NM,""" ,  ",1988,",",36600,",",0.329,",",0.051,",",0.419,",",0.105,",",4.818,",",1.835,",",0.502,",",0.674,"],"
"[""  ",New Mexico,""",""",NM,""" ,  ",1989,",",35306,",",0.343,",",0.047,",",0.414,",",0.072,",",5.068,",",1.836,",",0.547,",",0.705,"],"
"[""  ",New Mexico,""",""",NM,""" ,  ",1990,",",36562,",",0.322,",",0.033,",",0.417,",",0.065,",",4.662,",",1.81,",",0.547,",",0.688,"],"
"[""  ",New Mexico,""",""",NM,""" ,  ",1991,",",36446,",",0.331,",",0.041,",",0.405,",",0.083,",",5.024,",",1.743,",",0.516,",",0.635,"],"
"[""  ",New Mexico,""",""",NM,""" ,  ",1992,",",36695,",",0.32,",",0.033,",",0.406,",",0.084,",",4.258,",",1.573,",",0.629,",",0.711,"],"
"[""  ",New Mexico,""",""",NM,""" ,  ",1993,",",40104,",",0.337,",",0.035,",",0.416,",",0.089,",",4.9,",",1.525,",",0.705,",",0.681,"],"
"[""  ",New Mexico,""",""",NM,""" ,  ",1994,",",39589,",",0.334,",",0.044,",",0.4,",",0.059,",",4.9,",",1.78,",",0.685,",",0.739,"],"
"[""  ",New Mexico,""",""",NM,""" ,  ",1995,",",36167,",",0.327,",",0.039,",",0.429,",",0.079,",",4.5,",",1.715,",",0.559,",",0.768,"],"
"[""  ",New Mexico,""",""",NM,""" ,  ",1996,",",38094,",",0.352,",",0.052,",",0.437,",",0.087,",",4.936,",",1.689,",",0.576,",",0.7,"],"
"[""  ",New Mexico,""",""",NM,""" ,  ",1997,",",37763,",",0.362,",",0.053,",",0.411,",",0.076,",",5,",",1.54,",",0.612,",",0.739,"],"
"[""  ",New Mexico,""",""",NM,""" ,  ",1998,",",40142,",",0.348,",",0.05,",",0.408,",",0.063,",",5.206,",",1.788,",",0.675,",",0.727,"],"
"[""  ",New Mexico,""",""",NM,""" ,  ",1999,",",41666,",",0.33,",",0.05,",",0.389,",",0.059,",",4.661,",",1.819,",",0.723,",",0.701,"],"
"[""  ",New Mexico,""",""",NM,""" ,  ",2000,",",41204,",",0.362,",",0.043,",",0.441,",",0.055,",",4.569,",",1.497,",",0.638,",",0.721,"],"
"[""  ",New Mexico,""",""",NM,""" ,  ",2001,",",41109,",",0.332,",",0.027,",",0.436,",",0.051,",",4.583,",",1.617,",",0.595,",",0.703,"],"
"[""  ",New Mexico,""",""",NM,""" ,  ",2002,",",43169,",",0.358,",",0.037,",",0.421,",",0.056,",",5.167,",",1.84,",",0.646,",",0.729,"],"
"[""  ",New Mexico,""",""",NM,""" ,  ",2003,",",45127,",",0.355,",",0.052,",",0.439,",",0.061,",",4.444,",",1.815,",",0.672,",",0.794,"],"
"[""  ",New Mexico,""",""",NM,""" ,  ",2004,",",45967,",",0.401,",",0.053,",",0.448,",",0.049,",",5.833,",",2.277,",",0.675,",",0.635,"],"
"[""  ",New Mexico,""",""",NM,""" ,  ",2005,",",45280,",",0.367,",",0.055,",",0.427,",",0.06,",",5,",",1.911,",",0.66,",",0.726,"],"
"[""  ",New Mexico,""",""",NM,""" ,  ",2006,",",45527,",",0.376,",",0.044,",",0.448,",",0.031,",",5.538,",",2.213,",",0.689,",",0.696,"],"
"[""  ",New Mexico,""",""",NM,""" ,  ",2007,",",50213,",",0.396,",",0.057,",",0.453,",",0.045,",",5,",",2.178,",",0.762,",",0.697,"],"
"[""  ",New Mexico,""",""",NM,""" ,  ",2008,",",51961,",",0.387,",",0.06,",",0.455,",",0.052,",",5.455,",",2.042,",",0.758,",",0.679,"],"
"[""  ",New Mexico,""",""",NM,""" ,  ",2009,",",52590,",",0.392,",",0.036,",",0.455,",",0.074,",",5.577,",",1.84,",",0.74,",",0.757,"],"
"[""  ",New Mexico,""",""",NM,""" ,  ",2010,",",50682,",",0.37,",",0.071,",",0.472,",",0.099,",",4.444,",",1.912,",",0.835,",",0.693,"],"
"[""  ",New Mexico,""",""",NM,""" ,  ",2011,",",52261,",",0.373,",",0.059,",",0.448,",",0.069,",",5.294,",",1.476,",",0.887,",",0.734,"],"
"[""  ",New Mexico,""",""",NM,""" ,  ",2012,",",53433,",",0.37,",",0.077,",",0.453,",",0.067,",",5.682,",",1.967,",",0.98,",",0.785,"],"
"[""  ",New Mexico,""",""",NM,""" ,  ",2013,",",54587,",",0.405,",",0.074,",",0.449,",",0.065,",",6.25,",",2.076,",",0.929,",",0.735,"],"
"[""  ",New Mexico,""",""",NM,""" ,  ",2014,",",48035,",",0.368,",",0.052,",",0.437,",",0.081,",",5.412,",",2,",",0.909,",",0.789,"],"
"[""  ",New York,""",""",NY,""" ,  ",1980,",",38510,",",0.3,",",0.038,",",0.373,",",0.071,",",3.976,",",1.544,",",0.42,",",0.628,"],"
"[""  ",New York,""",""",NY,""" ,  ",1981,",",39305,",",0.296,",",0.039,",",0.373,",",0.085,",",4,",",1.478,",",0.476,",",0.639,"],"
"[""  ",New York,""",""",NY,""" ,  ",1982,",",40240,",",0.304,",",0.041,",",0.371,",",0.09,",",4.103,",",1.526,",",0.511,",",0.635,"],"
"[""  ",New York,""",""",NY,""" ,  ",1983,",",40758,",",0.306,",",0.034,",",0.389,",",0.098,",",4.198,",",1.5,",",0.518,",",0.66,"],"
"[""  ",New York,""",""",NY,""" ,  ",1984,",",41513,",",0.312,",",0.04,",",0.391,",",0.08,",",4.39,",",1.566,",",0.563,",",0.656,"],"
"[""  ",New York,""",""",NY,""" ,  ",1985,",",42830,",",0.321,",",0.038,",",0.405,",",0.076,",",4.444,",",1.583,",",0.594,",",0.655,"],"
"[""  ",New York,""",""",NY,""" ,  ",1986,",",45150,",",0.332,",",0.037,",",0.403,",",0.074,",",4.589,",",1.679,",",0.629,",",0.658,"],"
"[""  ",New York,""",""",NY,""" ,  ",1987,",",46107,",",0.326,",",0.043,",",0.408,",",0.054,",",4.3,",",1.626,",",0.648,",",0.694,"],"
"[""  ",New York,""",""",NY,""" ,  ",1988,",",44668,",",0.315,",",0.042,",",0.424,",",0.044,",",4.45,",",1.548,",",0.621,",",0.706,"],"
"[""  ",New York,""",""",NY,""" ,  ",1989,",",45369,",",0.327,",",0.045,",",0.414,",",0.048,",",4.8,",",1.677,",",0.611,",",0.695,"],"
"[""  ",New York,""",""",NY,""" ,  ",1990,",",46375,",",0.318,",",0.04,",",0.413,",",0.054,",",4.545,",",1.602,",",0.625,",",0.716,"],"
"[""  ",New York,""",""",NY,""" ,  ",1991,",",44654,",",0.325,",",0.04,",",0.42,",",0.072,",",4.762,",",1.616,",",0.626,",",0.749,"],"
"[""  ",New York,""",""",NY,""" ,  ",1992,",",46843,",",0.319,",",0.037,",",0.447,",",0.083,",",4.701,",",1.66,",",0.714,",",0.747,"],"
"[""  ",New York,""",""",NY,""" ,  ",1993,",",46655,",",0.322,",",0.035,",",0.47,",",0.081,",",4.583,",",1.719,",",0.78,",",0.745,"],"
"[""  ",New York,""",""",NY,""" ,  ",1994,",",46967,",",0.325,",",0.036,",",0.459,",",0.084,",",4.917,",",1.761,",",0.783,",",0.761,"],"
"[""  ",New York,""",""",NY,""" ,  ",1995,",",47489,",",0.337,",",0.037,",",0.449,",",0.072,",",5.069,",",1.713,",",0.816,",",0.774,"],"
"[""  ",New York,""",""",NY,""" ,  ",1996,",",50460,",",0.381,",",0.037,",",0.44,",",0.077,",",5,",",1.807,",",0.758,",",0.733,"],"
"[""  ",New York,""",""",NY,""" ,  ",1997,",",51120,",",0.391,",",0.036,",",0.445,",",0.074,",",5.107,",",1.894,",",0.73,",",0.714,"],"
"[""  ",New York,""",""",NY,""" ,  ",1998,",",54281,",",0.399,",",0.031,",",0.449,",",0.069,",",5,",",2.026,",",0.801,",",0.752,"],"
"[""  ",New York,""",""",NY,""" ,  ",1999,",",52274,",",0.39,",",0.035,",",0.447,",",0.057,",",5.263,",",1.923,",",0.809,",",0.774,"],"
"[""  ",New York,""",""",NY,""" ,  ",2000,",",54013,",",0.385,",",0.04,",",0.454,",",0.05,",",5.357,",",1.981,",",0.837,",",0.72,"],"
"[""  ",New York,""",""",NY,""" ,  ",2001,",",56029,",",0.39,",",0.038,",",0.45,",",0.047,",",5.092,",",2.023,",",0.843,",",0.724,"],"
"[""  ",New York,""",""",NY,""" ,  ",2002,",",59346,",",0.422,",",0.033,",",0.445,",",0.065,",",5.556,",",2.127,",",0.85,",",0.669,"],"
"[""  ",New York,""",""",NY,""" ,  ",2003,",",56077,",",0.395,",",0.044,",",0.46,",",0.063,",",5.517,",",2.008,",",0.838,",",0.686,"],"
"[""  ",New York,""",""",NY,""" ,  ",2004,",",58197,",",0.393,",",0.036,",",0.465,",",0.069,",",5.313,",",2.001,",",0.89,",",0.747,"],"
"[""  ",New York,""",""",NY,""" ,  ",2005,",",59205,",",0.41,",",0.038,",",0.459,",",0.051,",",5.705,",",1.989,",",0.878,",",0.71,"],"
"[""  ",New York,""",""",NY,""" ,  ",2006,",",58486,",",0.401,",",0.05,",",0.449,",",0.053,",",5.625,",",2.054,",",0.97,",",0.765,"],"
"[""  ",New York,""",""",NY,""" ,  ",2007,",",60301,",",0.42,",",0.05,",",0.462,",",0.043,",",6.09,",",2.029,",",0.955,",",0.708,"],"
"[""  ",New York,""",""",NY,""" ,  ",2008,",",57117,",",0.396,",",0.048,",",0.466,",",0.054,",",5.588,",",1.988,",",0.984,",",0.747,"],"
"[""  ",New York,""",""",NY,""" ,  ",2009,",",58841,",",0.396,",",0.041,",",0.47,",",0.078,",",5.57,",",2.048,",",0.989,",",0.727,"],"
"[""  ",New York,""",""",NY,""" ,  ",2010,",",59853,",",0.4,",",0.045,",",0.484,",",0.092,",",5.556,",",1.944,",",1.061,",",0.778,"],"
"[""  ",New York,""",""",NY,""" ,  ",2011,",",57631,",",0.378,",",0.054,",",0.477,",",0.078,",",5.342,",",1.967,",",1.145,",",0.742,"],"
"[""  ",New York,""",""",NY,""" ,  ",2012,",",58757,",",0.39,",",0.049,",",0.464,",",0.084,",",5.263,",",2.008,",",1.099,",",0.772,"],"
"[""  ",New York,""",""",NY,""" ,  ",2013,",",60180,",",0.404,",",0.057,",",0.459,",",0.078,",",6.111,",",2.186,",",1.258,",",0.772,"],"
"[""  ",New York,""",""",NY,""" ,  ",2014,",",59716,",",0.389,",",0.046,",",0.474,",",0.072,",",5.25,",",1.982,",",1.273,",",0.789,"],"
"[""  ",North Carolina,""",""",NC,""" ,  ",1980,",",31967,",",0.317,",",0.028,",",0.399,",",0.071,",",3.943,",",1.695,",",0.409,",",0.568,"],"
"[""  ",North Carolina,""",""",NC,""" ,  ",1981,",",32089,",",0.306,",",0.032,",",0.406,",",0.068,",",4.098,",",1.672,",",0.381,",",0.606,"],"
